image path：/home/u23211510025/process/val_batch22/C202400517/Step5_cut/C202400517/json_cut_out
ori image path：/home/u23211510025/process/val_batch22/C202400517/Step4_qc/C202400517/C202400517
weightB：/home/u23211510025/process/efficientnet/classify2_iteration/iteration_SNV/iteration4/weightB/0804_1338/Epoch32.pth
threshold_B:0.97
weightS：/home/u23211510025/process/efficientnet/classify2_iteration/iteration_SNV/iteration4/weightS/0803_1049/Epoch30.pth
threshold_S:0.9
Image:	pred:	prob：	img_type:
0.9936_good_tile_12_45_6.png	normal	0.061128146946430206	Small
0.9584_good_tile_51_46_3.png	normal	0.242134228348732	Small
0.9809_good_tile_51_47_2.png	normal	0.9450808763504028	Big
0.5146_good_tile_40_60_21.png	normal	0.02012765035033226	Big
0.9945_good_tile_27_45_0.png	normal	0.09078273922204971	Big
0.9890_good_tile_27_7_12.png	normal	0.07509300112724304	Small
0.9781_good_tile_32_15_9.png	normal	0.14773374795913696	Small
0.9996_good_tile_9_39_7.png	normal	0.051483556628227234	Small
0.9950_good_tile_43_7_17.png	normal	0.16941232979297638	Small
0.9184_good_tile_46_36_4.png	normal	0.08764826506376266	Small
0.9982_good_tile_51_23_6.png	normal	0.183578222990036	Small
0.9062_good_tile_51_13_11.png	normal	0.047131381928920746	Small
0.5978_good_tile_23_50_6.png	normal	0.026181623339653015	Small
0.9682_good_tile_32_33_9.png	cancer	0.9801703691482544	Big
0.7960_good_tile_54_34_7.png	normal	0.41097596287727356	Small
0.9797_good_tile_15_31_3.png	normal	0.19448697566986084	Small
0.9802_good_tile_13_13_11.png	normal	0.16402606666088104	Small
0.9409_good_tile_28_38_2.png	normal	0.07772762328386307	Big
0.8641_good_tile_14_12_11.png	normal	0.32572081685066223	Small
0.9962_good_tile_52_32_7.png	normal	0.012613671831786633	Small
0.9540_good_tile_18_10_10.png	normal	0.016206961125135422	Small
0.8169_good_tile_54_47_1.png	normal	0.37531352043151855	Big
0.9149_good_tile_18_33_7.png	normal	0.35545146465301514	Small
0.4466_good_tile_59_33_5.png	normal	0.3031098544597626	Small
0.9534_good_tile_43_35_9.png	normal	0.32979816198349	Small
0.9973_good_tile_57_50_0.png	normal	0.006862308364361525	Small
0.9943_good_tile_46_18_1.png	cancer	0.9074007868766785	Small
0.9863_good_tile_40_16_8.png	normal	0.454390287399292	Small
0.8845_good_tile_8_31_17.png	normal	0.26715415716171265	Small
0.8462_good_tile_26_27_8.png	normal	0.08877988159656525	Small
0.8438_good_tile_35_5_27.png	normal	0.4991109371185303	Small
0.8337_good_tile_39_43_5.png	normal	0.027387676760554314	Big
0.8989_good_tile_53_30_0.png	normal	0.011618792079389095	Big
0.9343_good_tile_19_49_3.png	normal	0.05235210806131363	Big
0.9666_good_tile_52_51_5.png	normal	0.025990206748247147	Big
0.9983_good_tile_24_32_5.png	normal	0.379243403673172	Small
0.8649_good_tile_27_33_3.png	normal	0.29583728313446045	Big
0.6897_good_tile_24_11_7.png	normal	0.25637975335121155	Small
0.9591_good_tile_9_43_14.png	normal	0.35862594842910767	Small
